,Customer ID,Geography,Gender,Balance,Age,Credit Score,Age Category,CS Category
0,15634602,France,Female,0.0,0.5294117647058825,0.675,Tua,Tinggi
1,15647311,Spain,Female,0.5249119383092156,0.5,0.6444444444444444,Muda,Tinggi
2,15701354,France,Female,1.0,0.5294117647058825,0.3500000000000001,Tua,Rendah
3,15619304,France,Female,0.0,0.4411764705882353,0.8972222222222221,Muda,Tinggi
4,15737888,Spain,Female,0.7861091764540827,0.5588235294117647,0.8583333333333334,Tua,Tinggi
5,15574012,Spain,Male,0.7124840912734999,0.5882352941176472,0.7472222222222222,Tua,Tinggi
6,15592531,France,Male,0.7205697328336074,0.7647058823529411,0.8500000000000001,Tua,Tinggi
7,15656148,Germany,Female,0.889705362869283,0.1470588235294118,0.0,Muda,Rendah
8,15792365,France,Male,0.8430615404657875,0.5882352941176472,0.3472222222222223,Tua,Rendah
9,15592389,France,Male,0.6389590932777489,0.08823529411764708,0.8555555555555556,Muda,Tinggi
10,15767821,France,Male,0.0,0.20588235294117652,0.4222222222222223,Muda,Rendah
11,15737173,Spain,Male,0.0,0.0,0.336111111111111,Muda,Rendah
12,15632264,France,Female,0.0,0.2941176470588236,0.2777777777777777,Muda,Rendah
13,15691483,France,Femal,0.0,0.02941176470588236,0.4805555555555556,Muda,Rendah
14,15600882,Spain,Female,0.896459306229206,0.32352941176470584,0.7194444444444446,Muda,Tinggi
15,15643966,Germany,Male,0.8305287208882832,0.6176470588235294,0.6666666666666667,Tua,Tinggi
16,15737452,Germany,Male,0.0,1.0,0.7694444444444444,Tua,Tinggi
17,15788218,Spain,Female,0.0,0.0,0.4805555555555556,Muda,Rendah
18,15661507,Spain,Male,0.0,0.6176470588235294,0.586111111111111,Tua,Tinggi
19,15568982,France,Female,0.0,1.0,1.0000000000000002,Tua,Tinggi
